task;level;bot;taskType;routeType;isTrimmed;startTime;endTime;time;stayAtFinal;mvc;slotTime;slotNr;platformArrival
450;15;121;OUTPUT;ROUTE_1;false;658447.0;698446.0;39999.0;13937.0;4;NA;NA;NA
450;15;121;OUTPUT;ROUTE_2;false;698446.0;738000.0;39554.0;13000.0;4;660000;132;585000
457;15;126;OUTPUT;ROUTE_1;false;666893.0;716290.0;49397.0;26703.0;8;NA;NA;NA
457;15;126;OUTPUT;ROUTE_2;false;716290.0;753000.0;36710.0;13000.0;8;675000;135;600000
1453;15;122;INPUT;ROUTE_1;false;631364.0;687000.0;55636.0;24000.0;24;655000;131;730000
1453;15;122;INPUT;ROUTE_2;false;687000.0;723651.0;36651.0;18000.0;24;NA;NA;NA
485;15;128;OUTPUT;ROUTE_1;false;680138.0;728855.0;48717.0;29588.0;72;NA;NA;NA
485;15;128;OUTPUT;ROUTE_2;false;728855.0;763000.0;34145.0;13000.0;72;685000;137;610000
486;15;124;OUTPUT;ROUTE_1;false;689392.0;742230.0;52838.0;37084.0;4;NA;NA;NA
486;15;124;OUTPUT;ROUTE_2;false;742230.0;773000.0;30770.0;13000.0;4;695000;139;620000
486;15;126;OUTPUT;BLOCKER;false;753895.0;772974.0;19079.0;4000.0;4;NA;NA;NA
510;15;125;OUTPUT;ROUTE_1;false;713000.0;761523.0;48523.0;34110.0;4;NA;NA;NA
510;15;125;OUTPUT;ROUTE_2;false;761523.0;793000.0;31477.0;13000.0;4;715000;143;640000
521;15;123;OUTPUT;ROUTE_1;false;715150.0;770072.0;54922.0;35422.0;72;NA;NA;NA
521;15;123;OUTPUT;ROUTE_2;false;770072.0;798000.0;27928.0;13000.0;72;720000;144;645000
1423;15;127;INPUT;ROUTE_1;false;706936.0;732000.0;25064.0;17000.0;56;700000;140;775000
1423;15;127;INPUT;ROUTE_2;false;757480.0;806949.0;49469.0;18000.0;56;NA;NA;NA
545;15;122;OUTPUT;ROUTE_1;false;749437.0;797031.0;47594.0;33712.0;72;NA;NA;NA
545;15;122;OUTPUT;ROUTE_2;false;797031.0;828000.0;30969.0;13000.0;72;750000;150;675000
580;15;128;OUTPUT;ROUTE_1;false;782150.0;828171.0;46021.0;22668.0;68;NA;NA;NA
580;15;128;OUTPUT;ROUTE_2;false;828171.0;863000.0;34829.0;13000.0;68;785000;157;710000
584;15;121;OUTPUT;ROUTE_1;false;753100.0;823663.0;70563.0;48210.0;36;NA;NA;NA
584;15;121;OUTPUT;ROUTE_2;false;823663.0;858000.0;34337.0;13000.0;36;780000;156;705000
600;15;126;OUTPUT;ROUTE_1;false;798038.0;846029.0;47991.0;24335.0;4;NA;NA;NA
600;15;126;OUTPUT;ROUTE_2;false;846029.0;878000.0;31971.0;13000.0;4;800000;160;725000
615;15;124;OUTPUT;ROUTE_1;false;777150.0;841381.0;64231.0;41736.0;40;NA;NA;NA
615;15;124;OUTPUT;ROUTE_2;false;841381.0;883000.0;41619.0;19600.0;40;805000;161;730000
622;15;127;OUTPUT;ROUTE_1;false;817147.0;858698.0;41551.0;40876.0;68;NA;NA;NA
622;15;127;OUTPUT;ROUTE_2;false;858698.0;903000.0;44302.0;13000.0;68;825000;165;750000
637;15;125;OUTPUT;ROUTE_1;false;824350.0;874004.0;49654.0;28150.0;8;NA;NA;NA
637;15;125;OUTPUT;ROUTE_2;false;874004.0;908000.0;33996.0;13000.0;8;830000;166;755000
641;15;123;OUTPUT;ROUTE_1;false;812150.0;892365.0;80215.0;62088.0;72;NA;NA;NA
641;15;123;OUTPUT;ROUTE_2;false;892365.0;923000.0;30635.0;13000.0;72;845000;169;770000
660;15;122;OUTPUT;ROUTE_1;false;845150.0;895340.0;50190.0;29530.0;4;NA;NA;NA
660;15;122;OUTPUT;ROUTE_2;false;895340.0;928000.0;32660.0;13000.0;4;850000;170;775000
1641;15;121;INPUT;ROUTE_1;false;858952.0;882000.0;23048.0;17000.0;24;850000;170;925000
1641;15;121;INPUT;ROUTE_2;false;897400.0;932854.0;35454.0;18000.0;24;NA;NA;NA
709;15;128;OUTPUT;ROUTE_1;false;887150.0;942038.0;54888.0;12696.0;8;NA;NA;NA
709;15;128;OUTPUT;ROUTE_2;false;942038.0;973000.0;30962.0;13000.0;8;895000;179;820000
717;15;126;OUTPUT;ROUTE_1;false;905150.0;954665.0;49515.0;32736.0;40;NA;NA;NA
717;15;126;OUTPUT;ROUTE_2;false;954665.0;988000.0;33335.0;13000.0;40;910000;182;835000
722;15;124;OUTPUT;ROUTE_1;false;907050.0;955921.0;48871.0;32268.0;36;NA;NA;NA
722;15;124;OUTPUT;ROUTE_2;false;955921.0;988000.0;32079.0;13000.0;36;910000;182;835000
1599;15;127;INPUT;ROUTE_1;false;903952.0;927000.0;23048.0;17000.0;56;895000;179;970000
1599;15;127;INPUT;ROUTE_2;false;927000.0;958738.0;31738.0;18000.0;56;NA;NA;NA
750;15;125;OUTPUT;ROUTE_1;false;929392.0;982230.0;52838.0;37084.0;4;NA;NA;NA
750;15;125;OUTPUT;ROUTE_2;false;982230.0;1013000.0;30770.0;13000.0;4;935000;187;860000
752;15;121;OUTPUT;ROUTE_1;false;933704.0;979004.0;45300.0;41250.0;36;NA;NA;NA
752;15;121;OUTPUT;ROUTE_2;false;979004.0;1013000.0;33996.0;13000.0;36;935000;187;860000
771;15;122;OUTPUT;ROUTE_1;false;951858.0;1003580.0;51722.0;35778.0;40;NA;NA;NA
771;15;122;OUTPUT;ROUTE_2;false;1003580.0;1033000.0;29420.0;13000.0;40;955000;191;880000
780;15;123;OUTPUT;ROUTE_1;false;961431.0;1005768.0;44337.0;28741.0;4;NA;NA;NA
780;15;123;OUTPUT;ROUTE_2;false;1005768.0;1043000.0;37232.0;13000.0;4;965000;193;890000
801;15;128;OUTPUT;ROUTE_1;false;979750.0;1027873.0;48123.0;35060.0;40;NA;NA;NA
801;15;128;OUTPUT;ROUTE_2;false;1027873.0;1058000.0;30127.0;13000.0;40;980000;196;905000
804;15;127;OUTPUT;ROUTE_1;false;994953.0;1039164.0;44211.0;24755.0;4;NA;NA;NA
804;15;127;OUTPUT;ROUTE_2;false;1039164.0;1073000.0;33836.0;13000.0;4;995000;199;920000
825;15;126;OUTPUT;ROUTE_1;true;997700.0;1058580.0;60880.0;42460.0;40;NA;NA;NA
825;15;126;OUTPUT;ROUTE_2;true;1058580.0;1080000.0;21420.0;5000.0;40;1010000;202;935000
848;15;124;OUTPUT;ROUTE_1;true;991095.0;1073896.0;82801.0;57125.0;36;NA;NA;NA
848;15;124;OUTPUT;ROUTE_2;true;1073896.0;1080663.0;6767.0;0.0;36;1025000;205;950000
872;15;125;OUTPUT;ROUTE_1;true;1021600.0;1080000.0;58400.0;40630.0;36;NA;NA;NA
1734;15;121;INPUT;ROUTE_1;true;1014936.0;1047000.0;32064.0;24000.0;52;1015000;203;1090000
1734;15;121;INPUT;ROUTE_2;true;1054000.0;1080000.0;26000.0;1622.0;52;NA;NA;NA
887;15;122;OUTPUT;ROUTE_1;true;1042150.0;1080000.0;37850.0;14490.0;72;NA;NA;NA
908;15;128;OUTPUT;ROUTE_1;true;1072150.0;1080314.0;8164.0;0.0;36;NA;NA;NA
1749;15;123;INPUT;ROUTE_1;true;1044920.0;1072000.0;27080.0;17000.0;24;1040000;208;1115000
1749;15;123;INPUT;ROUTE_2;true;1072000.0;1080000.0;8000.0;1779.0;24;NA;NA;NA
825;15;126;OUTPUT_RETURN_CASE;ROUTE_1;false;1080000.0;1098000.0;18000.0;18000.0;40;NA;NA;NA
848;15;124;OUTPUT_CONTINUE;ROUTE_1;false;1175663.0;1198000.0;22337.0;13000.0;36;1120000;224;1045000
1734;15;121;INPUT_CONTINUE;ROUTE_1;false;1080000.0;1098000.0;18000.0;18000.0;52;NA;NA;NA
1749;15;123;INPUT_CONTINUE;ROUTE_1;false;1080000.0;1120047.0;40047.0;18000.0;24;NA;NA;NA
913;15;122;OUTPUT;ROUTE_1;false;1179871.0;1227466.0;47595.0;46245.0;8;NA;NA;NA
913;15;122;OUTPUT;ROUTE_2;false;1227466.0;1263000.0;35534.0;13000.0;8;1185000;237;1110000
1757;15;127;INPUT;ROUTE_1;false;1084920.0;1112000.0;27080.0;17000.0;24;1080000;216;1155000
1757;15;127;INPUT;ROUTE_2;false;1112000.0;1146445.0;34445.0;18000.0;24;NA;NA;NA
1762;15;128;INPUT;ROUTE_1;false;1081852.0;1112000.0;30148.0;24000.0;52;1080000;216;1155000
1762;15;128;INPUT;ROUTE_2;false;1112000.0;1164627.0;52627.0;18000.0;52;NA;NA;NA
917;15;123;OUTPUT;ROUTE_1;false;1189551.0;1237146.0;47595.0;46245.0;72;NA;NA;NA
917;15;123;OUTPUT;ROUTE_2;false;1237146.0;1273000.0;35854.0;13000.0;72;1195000;239;1120000
946;15;121;OUTPUT;ROUTE_1;false;1210927.0;1257915.0;46988.0;46313.0;68;NA;NA;NA
946;15;121;OUTPUT;ROUTE_2;false;1257915.0;1298000.0;40085.0;13000.0;68;1220000;244;1145000
1784;15;125;INPUT;ROUTE_1;false;1084262.0;1122000.0;37738.0;24000.0;20;1090000;218;1165000
1784;15;125;INPUT;ROUTE_2;false;1122000.0;1160829.0;38829.0;18000.0;20;NA;NA;NA
956;15;127;OUTPUT;ROUTE_1;false;1209446.0;1251821.0;42375.0;35625.0;36;NA;NA;NA
956;15;127;OUTPUT;ROUTE_2;false;1251821.0;1288000.0;36179.0;13000.0;36;1210000;242;1135000
1775;15;126;INPUT;ROUTE_1;false;1098082.0;1127000.0;28918.0;17000.0;56;1095000;219;1170000
1775;15;126;INPUT;ROUTE_2;false;1127000.0;1162779.0;35779.0;18000.0;56;NA;NA;NA
981;15;126;OUTPUT;ROUTE_1;false;1249558.0;1296546.0;46988.0;46313.0;40;NA;NA;NA
981;15;126;OUTPUT;ROUTE_2;false;1296546.0;1328000.0;31454.0;13000.0;40;1250000;250;1175000
1002;15;125;OUTPUT;ROUTE_1;false;1263263.0;1313896.0;50633.0;45908.0;4;NA;NA;NA
1002;15;125;OUTPUT;ROUTE_2;false;1313896.0;1343000.0;29104.0;13000.0;4;1265000;253;1190000
1829;15;128;INPUT;ROUTE_1;false;1171421.0;1217000.0;45579.0;17000.0;24;1185000;237;1260000
1829;15;128;INPUT;ROUTE_2;false;1217000.0;1258536.0;41536.0;18000.0;24;NA;NA;NA
1028;15;124;OUTPUT;ROUTE_1;false;1269593.0;1309523.0;39930.0;21453.0;36;NA;NA;NA
1028;15;124;OUTPUT;ROUTE_2;false;1309523.0;1348000.0;38477.0;16000.0;36;1270000;254;1195000
1058;15;128;OUTPUT;ROUTE_1;false;1290659.0;1337647.0;46988.0;46313.0;36;NA;NA;NA
1058;15;128;OUTPUT;ROUTE_2;false;1337647.0;1373000.0;35353.0;13000.0;36;1295000;259;1220000
1066;15;123;OUTPUT;ROUTE_1;false;1314058.0;1365196.0;51138.0;29318.0;68;NA;NA;NA
1066;15;123;OUTPUT;ROUTE_2;false;1365196.0;1398000.0;32804.0;13000.0;68;1320000;264;1245000
1081;15;122;OUTPUT;ROUTE_1;false;1322859.0;1366821.0;43962.0;18751.0;8;NA;NA;NA
1081;15;122;OUTPUT;ROUTE_2;false;1366821.0;1403000.0;36179.0;13000.0;8;1325000;265;1250000
1105;15;127;OUTPUT;ROUTE_1;false;1329150.0;1394063.0;64913.0;45944.0;8;NA;NA;NA
1105;15;127;OUTPUT;ROUTE_2;false;1394063.0;1423000.0;28937.0;13000.0;8;1345000;269;1270000
1105;15;126;OUTPUT;BLOCKER;false;1328000.0;1346404.0;18404.0;4000.0;8;NA;NA;NA
1105;15;122;OUTPUT;BLOCKER;false;1404900.0;1423979.0;19079.0;4000.0;8;NA;NA;NA
1100;15;121;OUTPUT;ROUTE_1;false;1313250.0;1379921.0;66671.0;51068.0;36;NA;NA;NA
1100;15;121;OUTPUT;ROUTE_2;false;1379921.0;1408000.0;28079.0;13000.0;36;1330000;266;1255000
1102;15;126;OUTPUT;ROUTE_1;false;1348517.0;1399912.0;51395.0;26265.0;68;NA;NA;NA
1102;15;126;OUTPUT;ROUTE_2;false;1399912.0;1428000.0;28088.0;13000.0;68;1350000;270;1275000
1880;15;125;INPUT;ROUTE_1;false;1376936.0;1402000.0;25064.0;17000.0;20;1370000;274;1445000
1880;15;125;INPUT;ROUTE_2;false;1402000.0;1447412.0;45412.0;18000.0;20;NA;NA;NA
1170;15;124;OUTPUT;ROUTE_1;false;1357150.0;1448475.0;91325.0;73372.0;4;NA;NA;NA
1170;15;124;OUTPUT;ROUTE_2;false;1448475.0;1483000.0;34525.0;13000.0;4;1405000;281;1330000
1157;15;128;OUTPUT;ROUTE_1;false;1392150.0;1446523.0;54373.0;38436.0;72;NA;NA;NA
1157;15;128;OUTPUT;ROUTE_2;false;1446523.0;1478000.0;31477.0;13000.0;72;1400000;280;1325000
1202;15;122;OUTPUT;ROUTE_1;false;1432003.0;1484905.0;52902.0;33122.0;36;NA;NA;NA
1202;15;122;OUTPUT;ROUTE_2;false;1484905.0;1513000.0;28095.0;13000.0;36;1435000;287;1360000
1202;15;121;OUTPUT;BLOCKER;false;1452402.0;1469928.0;17526.0;4000.0;36;NA;NA;NA
1835;15;123;INPUT;ROUTE_1;false;1404952.0;1432000.0;27048.0;17000.0;56;1400000;280;1475000
1835;15;123;INPUT;ROUTE_2;false;1432000.0;1494384.0;62384.0;18000.0;56;NA;NA;NA
1199;15;127;OUTPUT;ROUTE_1;false;1430931.0;1476610.0;45679.0;30417.0;72;NA;NA;NA
1199;15;127;OUTPUT;ROUTE_2;false;1476610.0;1513000.0;36390.0;13000.0;72;1435000;287;1360000
1199;15;128;OUTPUT;BLOCKER;false;1487400.0;1512925.0;25525.0;4000.0;72;NA;NA;NA
1224;16;135;INPUT;ROUTE_1;false;246555.0;287000.0;40445.0;24000.0;20;260000;52;340000
1224;16;135;INPUT;ROUTE_2;false;287000.0;335126.0;48126.0;18000.0;20;NA;NA;NA
1226;16;132;INPUT;ROUTE_1;false;248862.0;292000.0;43138.0;24000.0;52;265000;53;345000
1226;16;132;INPUT;ROUTE_2;false;292000.0;329088.0;37088.0;18000.0;52;NA;NA;NA
31;16;133;OUTPUT;ROUTE_1;false;272571.0;330246.0;57675.0;56325.0;8;NA;NA;NA
31;16;133;OUTPUT;ROUTE_2;false;330246.0;358000.0;27754.0;13000.0;8;275000;55;195000
35;16;130;OUTPUT;ROUTE_1;false;267732.0;326015.0;58283.0;56258.0;72;NA;NA;NA
35;16;130;OUTPUT;ROUTE_2;false;326015.0;358000.0;31985.0;13000.0;72;275000;55;195000
1248;16;136;INPUT;ROUTE_1;false;269078.0;317000.0;47922.0;26427.0;20;290000;58;370000
1248;16;136;INPUT;ROUTE_2;false;317000.0;348738.0;31738.0;18000.0;20;NA;NA;NA
85;16;131;OUTPUT;ROUTE_1;false;313838.0;363256.0;49418.0;46043.0;8;NA;NA;NA
85;16;131;OUTPUT;ROUTE_2;false;363256.0;403000.0;39744.0;13000.0;8;320000;64;240000
1268;16;129;INPUT;ROUTE_1;false;286388.0;342000.0;55612.0;21285.0;20;315000;63;395000
1268;16;129;INPUT;ROUTE_2;false;342000.0;387593.0;45593.0;18000.0;20;NA;NA;NA
118;16;134;OUTPUT;ROUTE_1;false;336984.0;383364.0;46380.0;46380.0;68;NA;NA;NA
118;16;134;OUTPUT;ROUTE_2;false;383364.0;428000.0;44636.0;13000.0;68;345000;69;265000
125;16;132;OUTPUT;ROUTE_1;false;347485.0;400166.0;52681.0;37957.0;72;NA;NA;NA
125;16;132;OUTPUT;ROUTE_2;false;400166.0;433000.0;32834.0;13000.0;72;350000;70;270000
137;16;135;OUTPUT;ROUTE_1;false;365657.0;417505.0;51848.0;45773.0;72;NA;NA;NA
137;16;135;OUTPUT;ROUTE_2;false;417505.0;453000.0;35495.0;13000.0;72;370000;74;290000
1302;16;130;INPUT;ROUTE_1;false;359920.0;387000.0;27080.0;17000.0;52;360000;72;440000
1302;16;130;INPUT;ROUTE_2;false;387000.0;427012.0;40012.0;18000.0;52;NA;NA;NA
1312;16;133;INPUT;ROUTE_1;false;373952.0;397000.0;23048.0;17000.0;20;370000;74;450000
1312;16;133;INPUT;ROUTE_2;false;397000.0;431271.0;34271.0;18000.0;20;NA;NA;NA
167;16;136;OUTPUT;ROUTE_1;false;390448.0;439251.0;48803.0;33578.0;72;NA;NA;NA
167;16;136;OUTPUT;ROUTE_2;false;439251.0;478000.0;38749.0;13000.0;72;395000;79;315000
175;16;129;OUTPUT;ROUTE_1;false;389172.0;439599.0;50427.0;47727.0;8;NA;NA;NA
175;16;129;OUTPUT;ROUTE_2;false;439599.0;478000.0;38401.0;13000.0;8;395000;79;315000
210;16;130;OUTPUT;ROUTE_1;false;428473.0;480340.0;51867.0;46467.0;4;NA;NA;NA
210;16;130;OUTPUT;ROUTE_2;false;480340.0;513000.0;32660.0;13000.0;4;430000;86;350000
211;16;131;OUTPUT;ROUTE_1;false;425977.0;474702.0;48725.0;29587.0;8;NA;NA;NA
211;16;131;OUTPUT;ROUTE_2;false;474702.0;513000.0;38298.0;15160.0;8;430000;86;350000
232;16;134;OUTPUT;ROUTE_1;false;430136.0;504404.0;74268.0;58672.0;68;NA;NA;NA
232;16;134;OUTPUT;ROUTE_2;false;504404.0;533000.0;28596.0;13000.0;68;450000;90;370000
242;16;133;OUTPUT;ROUTE_1;false;455943.0;509613.0;53670.0;45570.0;36;NA;NA;NA
242;16;133;OUTPUT;ROUTE_2;false;509613.0;548000.0;38387.0;13000.0;36;465000;93;385000
251;16;132;OUTPUT;ROUTE_1;false;437150.0;514112.0;76962.0;51074.0;72;NA;NA;NA
251;16;132;OUTPUT;ROUTE_2;false;514112.0;553000.0;38888.0;13000.0;72;470000;94;390000
1378;16;135;INPUT;ROUTE_1;false;454920.0;482000.0;27080.0;17000.0;52;455000;91;535000
1378;16;135;INPUT;ROUTE_2;false;482000.0;526911.0;44911.0;18000.0;52;NA;NA;NA
279;16;129;OUTPUT;ROUTE_1;false;488500.0;542473.0;53973.0;32986.0;40;NA;NA;NA
279;16;129;OUTPUT;ROUTE_2;false;542473.0;578000.0;35527.0;13000.0;40;495000;99;415000
293;16;136;OUTPUT;ROUTE_1;false;509794.0;558997.0;49203.0;28200.0;72;NA;NA;NA
293;16;136;OUTPUT;ROUTE_2;false;558997.0;593000.0;34003.0;13000.0;72;510000;102;430000
309;16;131;OUTPUT;ROUTE_1;false;522562.0;581537.0;58975.0;36448.0;40;NA;NA;NA
309;16;131;OUTPUT;ROUTE_2;false;581537.0;613000.0;31463.0;13000.0;40;530000;106;450000
316;16;130;OUTPUT;ROUTE_1;false;528279.0;564034.0;35755.0;13917.0;68;NA;NA;NA
316;16;130;OUTPUT;ROUTE_2;false;564034.0;618000.0;53966.0;16000.0;68;535000;107;455000
327;16;133;OUTPUT;ROUTE_1;false;548357.0;602896.0;54539.0;39451.0;40;NA;NA;NA
327;16;133;OUTPUT;ROUTE_2;false;602896.0;633000.0;30104.0;13000.0;40;550000;110;470000
329;16;134;OUTPUT;ROUTE_1;false;545329.0;607612.0;62283.0;48371.0;72;NA;NA;NA
329;16;134;OUTPUT;ROUTE_2;false;607612.0;633000.0;25388.0;13000.0;72;550000;110;470000
352;16;135;OUTPUT;ROUTE_1;false;560622.0;615507.0;54885.0;45435.0;68;NA;NA;NA
352;16;135;OUTPUT;ROUTE_2;false;615507.0;648000.0;32493.0;13000.0;68;565000;113;485000
363;16;132;OUTPUT;ROUTE_1;false;577150.0;626347.0;49197.0;30068.0;40;NA;NA;NA
363;16;132;OUTPUT;ROUTE_2;false;626347.0;663000.0;36653.0;13000.0;40;580000;116;500000
385;16;129;OUTPUT;ROUTE_1;false;597150.0;653040.0;55890.0;39454.0;8;NA;NA;NA
385;16;129;OUTPUT;ROUTE_2;false;653040.0;683000.0;29960.0;13000.0;8;600000;120;520000
417;16;136;OUTPUT;ROUTE_1;false;597813.0;682306.0;84493.0;64847.0;40;NA;NA;NA
417;16;136;OUTPUT;ROUTE_2;false;682306.0;718000.0;35694.0;13000.0;40;635000;127;555000
431;16;131;OUTPUT;ROUTE_1;false;617150.0;676072.0;58922.0;42484.0;72;NA;NA;NA
431;16;131;OUTPUT;ROUTE_2;false;676072.0;723000.0;46928.0;13000.0;72;640000;128;560000
445;16;133;OUTPUT;ROUTE_1;false;647150.0;703990.0;56840.0;36354.0;8;NA;NA;NA
445;16;133;OUTPUT;ROUTE_2;false;703990.0;738000.0;34010.0;13000.0;8;655000;131;575000
447;16;130;OUTPUT;ROUTE_1;false;626600.0;714063.0;87463.0;68494.0;40;NA;NA;NA
447;16;130;OUTPUT;ROUTE_2;false;714063.0;743000.0;28937.0;13000.0;40;660000;132;580000
473;16;134;OUTPUT;ROUTE_1;false;667967.0;724825.0;56858.0;36683.0;72;NA;NA;NA
473;16;134;OUTPUT;ROUTE_2;false;724825.0;758000.0;33175.0;13000.0;72;675000;135;595000
1515;16;135;INPUT;ROUTE_1;false;648952.0;672000.0;23048.0;17000.0;56;645000;129;725000
1515;16;135;INPUT;ROUTE_2;false;687400.0;729966.0;42566.0;18000.0;56;NA;NA;NA
487;16;132;OUTPUT;ROUTE_1;false;693200.0;754738.0;61538.0;44244.0;8;NA;NA;NA
487;16;132;OUTPUT;ROUTE_2;false;754738.0;783000.0;28262.0;13000.0;8;700000;140;620000
517;16;129;OUTPUT;ROUTE_1;false;722150.0;784404.0;62254.0;44134.0;8;NA;NA;NA
517;16;129;OUTPUT;ROUTE_2;false;784404.0;813000.0;28596.0;13000.0;8;730000;146;650000
517;16;132;OUTPUT;BLOCKER;false;789907.0;811018.0;21111.0;4000.0;8;NA;NA;NA
548;16;131;OUTPUT;ROUTE_1;false;742150.0;799498.0;57348.0;38894.0;36;NA;NA;NA
548;16;131;OUTPUT;ROUTE_2;false;799498.0;833000.0;33502.0;13000.0;36;750000;150;670000
561;16;136;OUTPUT;ROUTE_1;false;723267.0;816429.0;93162.0;77067.0;40;NA;NA;NA
561;16;136;OUTPUT;ROUTE_2;false;816429.0;843000.0;26571.0;13000.0;40;760000;152;680000
564;16;135;OUTPUT;ROUTE_1;false;760423.0;819921.0;59498.0;56123.0;4;NA;NA;NA
564;16;135;OUTPUT;ROUTE_2;false;819921.0;848000.0;28079.0;13000.0;4;765000;153;685000
577;16;133;OUTPUT;ROUTE_1;false;767150.0;832713.0;65563.0;47784.0;8;NA;NA;NA
577;16;133;OUTPUT;ROUTE_2;false;832713.0;863000.0;30287.0;13000.0;8;780000;156;700000
577;16;132;OUTPUT;BLOCKER;false;821500.0;832841.0;11341.0;0.0;8;NA;NA;NA
581;16;130;OUTPUT;ROUTE_1;false;774321.0;835921.0;61600.0;45489.0;72;NA;NA;NA
581;16;130;OUTPUT;ROUTE_2;false;835921.0;863000.0;27079.0;13000.0;72;780000;156;700000
597;16;134;OUTPUT;ROUTE_1;false;785127.0;842887.0;57760.0;36583.0;40;NA;NA;NA
597;16;134;OUTPUT;ROUTE_2;false;842887.0;873000.0;30113.0;13000.0;40;790000;158;710000
640;16;132;OUTPUT;ROUTE_1;false;838693.0;888983.0;50290.0;37091.0;68;NA;NA;NA
640;16;132;OUTPUT;ROUTE_2;false;888983.0;923000.0;34017.0;13000.0;68;840000;168;760000
649;16;131;OUTPUT;ROUTE_1;false;835460.0;886972.0;51512.0;31024.0;8;NA;NA;NA
649;16;131;OUTPUT;ROUTE_2;false;886972.0;923000.0;36028.0;13000.0;8;840000;168;760000
658;16;129;OUTPUT;ROUTE_1;false;830150.0;906624.0;76474.0;54130.0;68;NA;NA;NA
658;16;129;OUTPUT;ROUTE_2;false;906624.0;943000.0;36376.0;13000.0;68;860000;172;780000
685;16;136;OUTPUT;ROUTE_1;false;857150.0;921965.0;64815.0;42304.0;8;NA;NA;NA
685;16;136;OUTPUT;ROUTE_2;false;921965.0;958000.0;36035.0;13000.0;8;875000;175;795000
696;16;135;OUTPUT;ROUTE_1;false;879102.0;933054.0;53952.0;37006.0;4;NA;NA;NA
696;16;135;OUTPUT;ROUTE_2;false;933054.0;963000.0;29946.0;13000.0;4;880000;176;800000
698;16;130;OUTPUT;ROUTE_1;false;887349.0;942372.0;55023.0;36887.0;36;NA;NA;NA
698;16;130;OUTPUT;ROUTE_2;false;942372.0;973000.0;30628.0;13000.0;36;890000;178;810000
705;16;134;OUTPUT;ROUTE_1;false;894911.0;950848.0;55937.0;36785.0;40;NA;NA;NA
705;16;134;OUTPUT;ROUTE_2;false;950848.0;983000.0;32152.0;13000.0;40;900000;180;820000
1652;16;133;INPUT;ROUTE_1;false;863952.0;887000.0;23048.0;17000.0;20;860000;172;940000
1652;16;133;INPUT;ROUTE_2;false;887000.0;924159.0;37159.0;18000.0;20;NA;NA;NA
742;16;131;OUTPUT;ROUTE_1;false;926750.0;981516.0;54766.0;36362.0;68;NA;NA;NA
742;16;131;OUTPUT;ROUTE_2;false;981516.0;1013000.0;31484.0;13000.0;68;930000;186;850000
744;16;133;OUTPUT;ROUTE_1;false;926306.0;973242.0;46936.0;30869.0;4;NA;NA;NA
744;16;133;OUTPUT;ROUTE_2;false;973242.0;1013000.0;39758.0;13000.0;4;930000;186;850000
788;16;132;OUTPUT;ROUTE_1;false;927150.0;1019246.0;92096.0;70246.0;36;NA;NA;NA
788;16;132;OUTPUT;ROUTE_2;false;1019246.0;1048000.0;28754.0;13000.0;36;965000;193;885000
810;16;129;OUTPUT;ROUTE_1;true;997150.0;1050333.0;53183.0;35056.0;4;NA;NA;NA
810;16;129;OUTPUT;ROUTE_2;true;1050333.0;1080000.0;29667.0;10000.0;4;1000000;200;920000
817;16;136;OUTPUT;ROUTE_1;true;1001319.0;1057221.0;55902.0;38123.0;8;NA;NA;NA
817;16;136;OUTPUT;ROUTE_2;true;1057221.0;1080000.0;22779.0;5000.0;8;1005000;201;925000
830;16;130;OUTPUT;ROUTE_1;true;1009076.0;1063040.0;53964.0;37004.0;36;NA;NA;NA
830;16;130;OUTPUT;ROUTE_2;true;1063040.0;1080000.0;16960.0;0.0;36;1010000;202;930000
832;16;135;OUTPUT;ROUTE_1;true;990150.0;1046905.0;56755.0;38118.0;68;NA;NA;NA
832;16;135;OUTPUT;ROUTE_2;true;1046905.0;1080303.0;33398.0;0.0;68;1015000;203;935000
833;16;134;OUTPUT;ROUTE_1;true;1021136.0;1080000.0;58864.0;45801.0;72;NA;NA;NA
860;16;131;OUTPUT;ROUTE_1;true;1032913.0;1080000.0;47087.0;32667.0;36;NA;NA;NA
1729;16;133;INPUT;ROUTE_1;true;1014920.0;1042000.0;27080.0;17000.0;24;1015000;203;1095000
1729;16;133;INPUT;ROUTE_2;true;1057400.0;1080087.0;22687.0;0.0;24;NA;NA;NA
900;16;132;OUTPUT;ROUTE_1;true;1069250.0;1080095.0;10845.0;0.0;4;NA;NA;NA
817;16;136;OUTPUT_RETURN_CASE;ROUTE_1;false;1080000.0;1098000.0;18000.0;18000.0;8;NA;NA;NA
810;16;129;OUTPUT_CONTINUE;ROUTE_1;false;1165000.0;1178000.0;13000.0;13000.0;4;1095000;219;1015000
830;16;130;OUTPUT_CONTINUE;ROUTE_1;false;1080000.0;1093000.0;13000.0;13000.0;36;1010000;202;930000
832;16;135;OUTPUT_CONTINUE;ROUTE_1;false;1175303.0;1193000.0;17697.0;13000.0;68;1110000;222;1030000
833;16;134;OUTPUT;ROUTE_1;false;1080000.0;1120987.0;40987.0;40987.0;72;NA;NA;NA
833;16;134;OUTPUT;ROUTE_2;false;1120987.0;1163000.0;42013.0;13000.0;72;1080000;216;1000000
829;16;132;OUTPUT;ROUTE_1;false;1088811.0;1144338.0;55527.0;39630.0;8;NA;NA;NA
829;16;132;OUTPUT;ROUTE_2;false;1144338.0;1178000.0;33662.0;13000.0;8;1095000;219;1015000
