task;level;bot;taskType;routeType;isTrimmed;startTime;endTime;time;stayAtFinal;mvc;slotTime;slotNr;platformArrival
534;1;13;OUTPUT;ROUTE_2;false;717104.0;743000.0;25896.0;13000.0;4;735000;147;730000
539;1;11;OUTPUT;ROUTE_1;false;693484.0;705984.0;12500.0;12500.0;72;NA;NA;NA
539;1;11;OUTPUT;ROUTE_2;false;705984.0;753000.0;47016.0;13000.0;72;745000;149;740000
539;1;15;OUTPUT;BLOCKER;false;717407.0;730303.0;12896.0;0.0;72;NA;NA;NA
543;1;16;OUTPUT;ROUTE_1;false;708831.0;722546.0;13715.0;12365.0;40;NA;NA;NA
543;1;16;OUTPUT;ROUTE_2;false;722546.0;753000.0;30454.0;13000.0;40;745000;149;740000
1547;1;15;INPUT;ROUTE_1;false;760688.0;807000.0;46312.0;32400.0;56;705000;141;710000
1547;1;15;INPUT;ROUTE_2;false;807000.0;851076.0;44076.0;18000.0;56;NA;NA;NA
554;1;12;OUTPUT;ROUTE_1;false;708365.0;722080.0;13715.0;12365.0;36;NA;NA;NA
554;1;12;OUTPUT;ROUTE_2;false;722080.0;763000.0;40920.0;13000.0;36;755000;151;750000
1542;1;10;INPUT;ROUTE_1;false;755782.0;807000.0;51218.0;32400.0;52;705000;141;710000
1542;1;10;INPUT;ROUTE_2;false;807000.0;856904.0;49904.0;18000.0;52;NA;NA;NA
585;1;9;OUTPUT;ROUTE_1;false;720269.0;754427.0;34158.0;18084.0;40;NA;NA;NA
585;1;9;OUTPUT;ROUTE_2;false;754427.0;788000.0;33573.0;15160.0;40;780000;156;775000
585;1;16;OUTPUT;BLOCKER;false;761328.0;780407.0;19079.0;4000.0;40;NA;NA;NA
1525;1;13;INPUT;ROUTE_1;false;819920.0;847000.0;27080.0;17000.0;24;745000;149;750000
1525;1;13;INPUT;ROUTE_2;false;847000.0;885470.0;38470.0;18000.0;24;NA;NA;NA
1498;1;16;INPUT;ROUTE_1;false;807937.0;842000.0;34063.0;17000.0;52;740000;148;745000
1498;1;16;INPUT;ROUTE_2;false;842000.0;886229.0;44229.0;18000.0;52;NA;NA;NA
627;1;12;OUTPUT;ROUTE_1;false;764547.0;795697.0;31150.0;11339.0;40;NA;NA;NA
627;1;12;OUTPUT;ROUTE_2;false;795697.0;828000.0;32303.0;13000.0;40;820000;164;815000
627;1;9;OUTPUT;BLOCKER;false;799898.0;828599.0;28701.0;4000.0;40;NA;NA;NA
1571;1;11;INPUT;ROUTE_1;false;841936.0;867000.0;25064.0;17000.0;56;765000;153;770000
1571;1;11;INPUT;ROUTE_2;false;867000.0;901445.0;34445.0;18000.0;56;NA;NA;NA
1592;1;9;INPUT;ROUTE_1;false;830315.0;877000.0;46685.0;24000.0;20;775000;155;780000
1592;1;9;INPUT;ROUTE_2;false;877000.0;927485.0;50485.0;18000.0;20;NA;NA;NA
1603;1;12;INPUT;ROUTE_1;false;881936.0;907000.0;25064.0;17000.0;56;805000;161;810000
1603;1;12;INPUT;ROUTE_2;false;907000.0;957620.0;50620.0;18000.0;56;NA;NA;NA
695;1;14;OUTPUT;ROUTE_1;false;855731.0;869446.0;13715.0;12365.0;72;NA;NA;NA
695;1;14;OUTPUT;ROUTE_2;false;869446.0;908000.0;38554.0;13000.0;72;900000;180;895000
1650;1;15;INPUT;ROUTE_1;false;905048.0;962000.0;56952.0;32400.0;52;860000;172;865000
1650;1;15;INPUT;ROUTE_2;false;962000.0;1005888.0;43888.0;18000.0;52;NA;NA;NA
723;1;10;OUTPUT;ROUTE_1;false;872759.0;895587.0;22828.0;11353.0;40;NA;NA;NA
723;1;10;OUTPUT;ROUTE_2;false;895587.0;923000.0;27413.0;13000.0;40;915000;183;910000
731;1;16;OUTPUT;ROUTE_1;false;899949.0;914272.0;14323.0;12298.0;72;NA;NA;NA
731;1;16;OUTPUT;ROUTE_2;false;914272.0;953000.0;38728.0;13000.0;72;945000;189;940000
731;1;14;OUTPUT;BLOCKER;false;922411.0;935815.0;13404.0;0.0;72;NA;NA;NA
738;1;13;OUTPUT;ROUTE_1;false;889248.0;903571.0;14323.0;12298.0;4;NA;NA;NA
738;1;13;OUTPUT;ROUTE_2;false;903571.0;933000.0;29429.0;13000.0;4;925000;185;920000
761;1;11;OUTPUT;ROUTE_1;false;915251.0;947896.0;32645.0;18262.0;72;NA;NA;NA
761;1;11;OUTPUT;ROUTE_2;false;947896.0;978000.0;30104.0;13000.0;72;970000;194;965000
761;1;16;OUTPUT;BLOCKER;false;957405.0;977516.0;20111.0;4000.0;72;NA;NA;NA
1670;1;14;INPUT;ROUTE_1;false;970645.0;1012000.0;41355.0;26427.0;52;910000;182;915000
1670;1;14;INPUT;ROUTE_2;false;1012000.0;1052861.0;40861.0;18000.0;52;NA;NA;NA
1623;1;10;INPUT;ROUTE_1;false;1003082.0;1032000.0;28918.0;17000.0;56;930000;186;935000
1623;1;10;INPUT;ROUTE_2;false;1032000.0;1075728.0;43728.0;18000.0;56;NA;NA;NA
1628;1;13;INPUT;ROUTE_1;false;1001936.0;1027000.0;25064.0;17000.0;20;925000;185;930000
1628;1;13;INPUT;ROUTE_2;false;1027000.0;1063296.0;36296.0;18000.0;20;NA;NA;NA
1646;1;16;INPUT;ROUTE_1;true;1012397.0;1052000.0;39603.0;24000.0;52;950000;190;955000
1646;1;16;INPUT;ROUTE_2;true;1052000.0;1080000.0;28000.0;9555.0;52;NA;NA;NA
834;1;9;OUTPUT;ROUTE_1;false;947886.0;999592.0;51706.0;11335.0;4;NA;NA;NA
834;1;9;OUTPUT;ROUTE_2;false;999592.0;1038000.0;38408.0;13000.0;4;1030000;206;1025000
847;1;12;OUTPUT;ROUTE_1;false;975566.0;992319.0;16753.0;12028.0;8;NA;NA;NA
847;1;12;OUTPUT;ROUTE_2;false;992319.0;1043000.0;50681.0;21738.0;8;1035000;207;1030000
1704;1;11;INPUT;ROUTE_1;true;1015246.0;1057000.0;41754.0;17000.0;20;955000;191;960000
1704;1;11;INPUT;ROUTE_2;true;1057000.0;1080383.0;23383.0;0.0;20;NA;NA;NA
1742;1;15;INPUT;ROUTE_1;true;1077112.0;1080487.0;3375.0;0.0;52;1025000;205;1030000
928;1;14;OUTPUT;ROUTE_1;true;1064282.0;1080000.0;15718.0;8968.0;68;NA;NA;NA
864;1;15;OUTPUT;ROUTE_1;false;1104431.0;1121791.0;17360.0;11960.0;4;NA;NA;NA
864;1;15;OUTPUT;ROUTE_2;false;1121791.0;1158000.0;36209.0;13000.0;4;1150000;230;1145000
862;1;10;OUTPUT;ROUTE_1;false;1099804.0;1117164.0;17360.0;11960.0;68;NA;NA;NA
862;1;10;OUTPUT;ROUTE_2;false;1117164.0;1158000.0;40836.0;16000.0;68;1150000;230;1145000
1646;1;16;INPUT_CONTINUE;ROUTE_1;false;1080000.0;1098000.0;18000.0;18000.0;52;NA;NA;NA
1704;1;11;INPUT_CONTINUE;ROUTE_1;false;1080383.0;1102433.0;22050.0;18000.0;20;NA;NA;NA
892;1;13;OUTPUT;ROUTE_1;false;1134326.0;1148649.0;14323.0;12298.0;68;NA;NA;NA
892;1;13;OUTPUT;ROUTE_2;false;1148649.0;1183000.0;34351.0;13000.0;68;1175000;235;1170000
900;1;16;OUTPUT;ROUTE_1;false;1132264.0;1148409.0;16145.0;12095.0;4;NA;NA;NA
900;1;16;OUTPUT;ROUTE_2;false;1148409.0;1188000.0;39591.0;13000.0;4;1180000;236;1175000
1760;1;12;INPUT;ROUTE_1;false;1138952.0;1162000.0;23048.0;17000.0;20;1060000;212;1065000
1760;1;12;INPUT;ROUTE_2;false;1162000.0;1203854.0;41854.0;18000.0;20;NA;NA;NA
937;1;11;OUTPUT;ROUTE_1;false;1158276.0;1171384.0;13108.0;12433.0;8;NA;NA;NA
937;1;11;OUTPUT;ROUTE_2;false;1171384.0;1213000.0;41616.0;13000.0;8;1205000;241;1200000
926;1;14;OUTPUT;ROUTE_1;false;1118542.0;1156214.0;37672.0;25481.0;36;NA;NA;NA
926;1;14;OUTPUT;ROUTE_2;false;1156214.0;1193000.0;36786.0;16000.0;36;1185000;237;1180000
1766;1;9;INPUT;ROUTE_1;false;1129748.0;1187000.0;57252.0;32400.0;52;1085000;217;1090000
1766;1;9;INPUT;ROUTE_2;false;1187000.0;1223454.0;36454.0;18000.0;52;NA;NA;NA
1595;1;10;INPUT;ROUTE_1;false;1162063.0;1222000.0;59937.0;37739.0;56;1120000;224;1125000
1595;1;10;INPUT;ROUTE_2;false;1222000.0;1261344.0;39344.0;18000.0;56;NA;NA;NA
987;1;12;OUTPUT;ROUTE_1;false;1212372.0;1231555.0;19183.0;11758.0;40;NA;NA;NA
987;1;12;OUTPUT;ROUTE_2;false;1231555.0;1263000.0;31445.0;13000.0;40;1255000;251;1250000
978;1;15;OUTPUT;ROUTE_1;false;1172150.0;1220196.0;48046.0;28242.0;4;NA;NA;NA
978;1;15;OUTPUT;ROUTE_2;false;1220196.0;1253000.0;32804.0;13000.0;4;1245000;249;1240000
1807;1;13;INPUT;ROUTE_1;false;1233952.0;1257000.0;23048.0;17000.0;56;1155000;231;1160000
1807;1;13;INPUT;ROUTE_2;false;1257000.0;1306817.0;49817.0;18000.0;56;NA;NA;NA
1794;1;14;INPUT;ROUTE_1;false;1231936.0;1257000.0;25064.0;17000.0;52;1155000;231;1160000
1794;1;14;INPUT;ROUTE_2;false;1257000.0;1301854.0;44854.0;18000.0;52;NA;NA;NA
1015;1;16;OUTPUT;ROUTE_1;false;1218216.0;1247896.0;29680.0;14592.0;8;NA;NA;NA
1015;1;16;OUTPUT;ROUTE_2;false;1247896.0;1278000.0;30104.0;13000.0;8;1270000;254;1265000
1015;1;15;OUTPUT;BLOCKER;false;1256400.0;1276495.0;20095.0;4000.0;8;NA;NA;NA
1029;1;11;OUTPUT;ROUTE_1;false;1227808.0;1257488.0;29680.0;13576.0;40;NA;NA;NA
1029;1;11;OUTPUT;ROUTE_2;false;1257488.0;1298000.0;40512.0;20344.0;40;1290000;258;1285000
1020;1;9;OUTPUT;ROUTE_1;false;1236541.0;1249649.0;13108.0;12433.0;4;NA;NA;NA
1020;1;9;OUTPUT;ROUTE_2;false;1249649.0;1288000.0;38351.0;13000.0;4;1280000;256;1275000
1658;1;12;INPUT;ROUTE_1;false;1274066.0;1312000.0;37934.0;24000.0;52;1210000;242;1215000
1658;1;12;INPUT;ROUTE_2;false;1312000.0;1352527.0;40527.0;18000.0;52;NA;NA;NA
1075;1;10;OUTPUT;ROUTE_1;false;1265880.0;1301262.0;35382.0;17958.0;8;NA;NA;NA
1075;1;10;OUTPUT;ROUTE_2;false;1301262.0;1328000.0;26738.0;13000.0;8;1320000;264;1315000
1804;1;15;INPUT;ROUTE_1;false;1280986.0;1322000.0;41014.0;26427.0;20;1220000;244;1225000
1804;1;15;INPUT;ROUTE_2;false;1322000.0;1369096.0;47096.0;18000.0;20;NA;NA;NA
1864;1;16;INPUT;ROUTE_1;false;1312066.0;1347000.0;34934.0;17000.0;20;1245000;249;1250000
1864;1;16;INPUT;ROUTE_2;false;1347000.0;1393936.0;46936.0;18000.0;20;NA;NA;NA
1858;1;11;INPUT;ROUTE_1;false;1343952.0;1367000.0;23048.0;17000.0;52;1265000;253;1270000
1858;1;11;INPUT;ROUTE_2;false;1367000.0;1399921.0;32921.0;18000.0;52;NA;NA;NA
1113;1;9;OUTPUT;ROUTE_1;false;1295530.0;1337896.0;42366.0;21182.0;40;NA;NA;NA
1113;1;9;OUTPUT;ROUTE_2;false;1337896.0;1368000.0;30104.0;13000.0;40;1360000;272;1355000
1137;1;14;OUTPUT;ROUTE_1;false;1307759.0;1353162.0;45403.0;16845.0;40;NA;NA;NA
1137;1;14;OUTPUT;ROUTE_2;false;1353162.0;1388000.0;34838.0;13000.0;40;1380000;276;1375000
1137;1;9;OUTPUT;BLOCKER;false;1369900.0;1394551.0;24651.0;4000.0;40;NA;NA;NA
1128;1;13;OUTPUT;ROUTE_1;false;1326541.0;1341471.0;14930.0;12230.0;4;NA;NA;NA
1128;1;13;OUTPUT;ROUTE_2;false;1341471.0;1378000.0;36529.0;13000.0;4;1370000;274;1365000
1897;1;10;INPUT;ROUTE_1;false;1386936.0;1412000.0;25064.0;17000.0;24;1310000;262;1315000
1897;1;10;INPUT;ROUTE_2;false;1412000.0;1454893.0;42893.0;18000.0;24;NA;NA;NA
1798;1;9;INPUT;ROUTE_1;false;1400441.0;1452000.0;51559.0;32400.0;52;1350000;270;1355000
1798;1;9;INPUT;ROUTE_2;false;1452000.0;1489994.0;37994.0;18000.0;52;NA;NA;NA
1188;1;15;OUTPUT;ROUTE_1;false;1381844.0;1398597.0;16753.0;12028.0;4;NA;NA;NA
1188;1;15;OUTPUT;ROUTE_2;false;1398597.0;1438000.0;39403.0;13000.0;4;1430000;286;1425000
1188;1;13;OUTPUT;BLOCKER;false;1399903.0;1410559.0;10656.0;4000.0;4;NA;NA;NA
1893;1;12;INPUT;ROUTE_1;false;1447521.0;1492000.0;44479.0;24000.0;24;1390000;278;1395000
1893;1;12;INPUT;ROUTE_2;false;1492000.0;1530335.0;38335.0;18000.0;24;NA;NA;NA
2;2;22;OUTPUT;ROUTE_1;false;213038.0;226146.0;13108.0;12433.0;36;NA;NA;NA
2;2;22;OUTPUT;ROUTE_2;false;226146.0;263000.0;36854.0;13000.0;36;250000;50;240000
12;2;17;OUTPUT;ROUTE_1;false;216248.0;232393.0;16145.0;12095.0;4;NA;NA;NA
12;2;17;OUTPUT;ROUTE_2;false;232393.0;273000.0;40607.0;13000.0;4;260000;52;250000
32;2;19;OUTPUT;ROUTE_1;false;238385.0;254530.0;16145.0;12095.0;36;NA;NA;NA
32;2;19;OUTPUT;ROUTE_2;false;254530.0;288000.0;33470.0;13000.0;36;275000;55;265000
40;2;21;OUTPUT;ROUTE_1;false;252746.0;265246.0;12500.0;12500.0;68;NA;NA;NA
40;2;21;OUTPUT;ROUTE_2;false;265246.0;293000.0;27754.0;13000.0;68;280000;56;270000
70;2;24;OUTPUT;ROUTE_1;false;268633.0;284171.0;15538.0;12163.0;68;NA;NA;NA
70;2;24;OUTPUT;ROUTE_2;false;284171.0;318000.0;33829.0;13000.0;68;305000;61;295000
96;2;18;OUTPUT;ROUTE_1;false;253838.0;298176.0;44338.0;16963.0;4;NA;NA;NA
96;2;18;OUTPUT;ROUTE_2;false;298176.0;343000.0;44824.0;13000.0;4;330000;66;320000
1276;2;23;INPUT;ROUTE_1;false;373471.0;422000.0;48529.0;24000.0;20;325000;65;335000
1276;2;23;INPUT;ROUTE_2;false;422000.0;463209.0;41209.0;18000.0;20;NA;NA;NA
1270;2;20;INPUT;ROUTE_1;false;372096.0;417000.0;44904.0;17000.0;52;320000;64;330000
1270;2;20;INPUT;ROUTE_2;false;417000.0;454827.0;37827.0;18000.0;52;NA;NA;NA
112;2;22;OUTPUT;ROUTE_1;false;272150.0;324564.0;52414.0;39010.0;68;NA;NA;NA
112;2;22;OUTPUT;ROUTE_2;false;324564.0;353000.0;28436.0;13000.0;68;340000;68;330000
119;2;17;OUTPUT;ROUTE_1;false;288764.0;325500.0;36736.0;21808.0;72;NA;NA;NA
119;2;17;OUTPUT;ROUTE_2;false;325500.0;358000.0;32500.0;13000.0;72;345000;69;335000
1292;2;19;INPUT;ROUTE_1;false;416936.0;442000.0;25064.0;17000.0;20;345000;69;355000
1292;2;19;INPUT;ROUTE_2;false;442000.0;487426.0;45426.0;18000.0;20;NA;NA;NA
144;2;21;OUTPUT;ROUTE_1;false;302150.0;347285.0;45135.0;30056.0;4;NA;NA;NA
144;2;21;OUTPUT;ROUTE_2;false;347285.0;383000.0;35715.0;13000.0;4;370000;74;360000
144;2;18;OUTPUT;BLOCKER;false;354902.0;359599.0;4697.0;0.0;4;NA;NA;NA
165;2;24;OUTPUT;ROUTE_1;false;330150.0;369672.0;39522.0;20718.0;40;NA;NA;NA
165;2;24;OUTPUT;ROUTE_2;false;369672.0;403000.0;33328.0;13000.0;40;390000;78;380000
1324;2;18;INPUT;ROUTE_1;false;452287.0;482000.0;29713.0;24000.0;20;385000;77;395000
1324;2;18;INPUT;ROUTE_2;false;482000.0;519120.0;37120.0;18000.0;20;NA;NA;NA
1319;2;22;INPUT;ROUTE_1;false;453952.0;477000.0;23048.0;17000.0;56;380000;76;390000
1319;2;22;INPUT;ROUTE_2;false;477000.0;515470.0;38470.0;18000.0;56;NA;NA;NA
1335;2;17;INPUT;ROUTE_1;false;471936.0;497000.0;25064.0;17000.0;56;400000;80;410000
1335;2;17;INPUT;ROUTE_2;false;497000.0;539893.0;42893.0;18000.0;56;NA;NA;NA
1344;2;21;INPUT;ROUTE_1;false;481936.0;507000.0;25064.0;17000.0;20;410000;82;420000
1344;2;21;INPUT;ROUTE_2;false;507000.0;550895.0;43895.0;18000.0;20;NA;NA;NA
237;2;24;OUTPUT;ROUTE_1;false;405233.0;435246.0;30013.0;14259.0;40;NA;NA;NA
237;2;24;OUTPUT;ROUTE_2;false;435246.0;468000.0;32754.0;13000.0;40;455000;91;445000
1375;2;24;INPUT;ROUTE_1;false;521936.0;547000.0;25064.0;17000.0;56;450000;90;460000
1375;2;24;INPUT;ROUTE_2;false;547000.0;586859.0;39859.0;18000.0;56;NA;NA;NA
277;2;20;OUTPUT;ROUTE_1;false;467156.0;480871.0;13715.0;12365.0;8;NA;NA;NA
277;2;20;OUTPUT;ROUTE_2;false;480871.0;513000.0;32129.0;13000.0;8;500000;100;490000
286;2;23;OUTPUT;ROUTE_1;false;480792.0;496937.0;16145.0;12095.0;68;NA;NA;NA
286;2;23;OUTPUT;ROUTE_2;false;496937.0;523000.0;26063.0;13000.0;68;510000;102;500000
1391;2;19;INPUT;ROUTE_1;false;524622.0;567000.0;42378.0;17000.0;56;470000;94;480000
1391;2;19;INPUT;ROUTE_2;false;567000.0;603985.0;36985.0;18000.0;56;NA;NA;NA
1409;2;20;INPUT;ROUTE_1;false;561936.0;587000.0;25064.0;17000.0;24;490000;98;500000
1409;2;20;INPUT;ROUTE_2;false;587000.0;633936.0;46936.0;18000.0;24;NA;NA;NA
1430;2;23;INPUT;ROUTE_1;false;591936.0;617000.0;25064.0;17000.0;52;520000;104;530000
1430;2;23;INPUT;ROUTE_2;false;617000.0;649754.0;32754.0;18000.0;52;NA;NA;NA
339;2;18;OUTPUT;ROUTE_1;false;530531.0;544246.0;13715.0;12365.0;40;NA;NA;NA
339;2;18;OUTPUT;ROUTE_2;false;544246.0;573000.0;28754.0;13000.0;40;560000;112;550000
1429;2;22;INPUT;ROUTE_1;false;564705.0;612000.0;47295.0;21285.0;24;515000;103;525000
1429;2;22;INPUT;ROUTE_2;false;612000.0;652687.0;40687.0;18000.0;24;NA;NA;NA
372;2;17;OUTPUT;ROUTE_1;false;556299.0;570622.0;14323.0;12298.0;4;NA;NA;NA
372;2;17;OUTPUT;ROUTE_2;false;570622.0;608000.0;37378.0;13000.0;4;595000;119;585000
379;2;21;OUTPUT;ROUTE_1;false;554058.0;575063.0;21005.0;11555.0;8;NA;NA;NA
379;2;21;OUTPUT;ROUTE_2;false;575063.0;608000.0;32937.0;13000.0;8;595000;119;585000
1443;2;18;INPUT;ROUTE_1;false;614590.0;642000.0;27410.0;17000.0;56;545000;109;555000
1443;2;18;INPUT;ROUTE_2;false;642000.0;685387.0;43387.0;18000.0;56;NA;NA;NA
1461;2;24;INPUT;ROUTE_1;false;623205.0;667000.0;43795.0;24000.0;24;570000;114;580000
1461;2;24;INPUT;ROUTE_2;false;667000.0;704319.0;37319.0;18000.0;24;NA;NA;NA
1472;2;21;INPUT;ROUTE_1;false;658952.0;682000.0;23048.0;17000.0;20;585000;117;595000
1472;2;21;INPUT;ROUTE_2;false;682000.0;725046.0;43046.0;18000.0;20;NA;NA;NA
1481;2;17;INPUT;ROUTE_1;false;660050.0;692000.0;31950.0;17000.0;24;595000;119;605000
1481;2;17;INPUT;ROUTE_2;false;692000.0;736911.0;44911.0;18000.0;24;NA;NA;NA
1479;2;19;INPUT;ROUTE_1;false;640615.0;692000.0;51385.0;32400.0;56;595000;119;605000
1479;2;19;INPUT;ROUTE_2;false;692000.0;742492.0;50492.0;18000.0;56;NA;NA;NA
476;2;20;OUTPUT;ROUTE_1;false;644393.0;659931.0;15538.0;12163.0;36;NA;NA;NA
476;2;20;OUTPUT;ROUTE_2;false;659931.0;703000.0;43069.0;13000.0;36;690000;138;680000
489;2;23;OUTPUT;ROUTE_1;false;671971.0;685079.0;13108.0;12433.0;40;NA;NA;NA
489;2;23;OUTPUT;ROUTE_2;false;685079.0;713000.0;27921.0;13000.0;40;700000;140;690000
502;2;22;OUTPUT;ROUTE_1;false;683559.0;698489.0;14930.0;12230.0;68;NA;NA;NA
502;2;22;OUTPUT;ROUTE_2;false;698489.0;733000.0;34511.0;13000.0;68;720000;144;710000
1477;2;20;INPUT;ROUTE_1;false;758952.0;782000.0;23048.0;17000.0;24;685000;137;695000
1477;2;20;INPUT;ROUTE_2;false;782000.0;829604.0;47604.0;18000.0;24;NA;NA;NA
532;2;18;OUTPUT;ROUTE_1;false;708093.0;724846.0;16753.0;12028.0;68;NA;NA;NA
532;2;18;OUTPUT;ROUTE_2;false;724846.0;758000.0;33154.0;13000.0;68;745000;149;735000
532;2;22;OUTPUT;BLOCKER;false;737405.0;756317.0;18912.0;4000.0;68;NA;NA;NA
555;2;24;OUTPUT;ROUTE_1;false;721419.0;736349.0;14930.0;12230.0;40;NA;NA;NA
555;2;24;OUTPUT;ROUTE_2;false;736349.0;768000.0;31651.0;13000.0;40;755000;151;745000
555;2;23;OUTPUT;BLOCKER;false;732409.0;755060.0;22651.0;4000.0;40;NA;NA;NA
1555;2;23;INPUT;ROUTE_1;false;758917.0;812000.0;53083.0;32400.0;56;715000;143;725000
1555;2;23;INPUT;ROUTE_2;false;812000.0;843404.0;31404.0;18000.0;56;NA;NA;NA
578;2;21;OUTPUT;ROUTE_1;false;735672.0;754855.0;19183.0;11758.0;36;NA;NA;NA
578;2;21;OUTPUT;ROUTE_2;false;754855.0;788000.0;33145.0;13000.0;36;775000;155;765000
1550;2;22;INPUT;ROUTE_1;false;778580.0;817000.0;38420.0;24000.0;52;720000;144;730000
1550;2;22;INPUT;ROUTE_2;false;817000.0;864270.0;47270.0;18000.0;52;NA;NA;NA
1572;2;17;INPUT;ROUTE_1;false;789213.0;847000.0;57787.0;32400.0;20;750000;150;760000
1572;2;17;INPUT;ROUTE_2;false;847000.0;887193.0;40193.0;18000.0;20;NA;NA;NA
616;2;19;OUTPUT;ROUTE_1;false;771850.0;796500.0;24650.0;11150.0;68;NA;NA;NA
616;2;19;OUTPUT;ROUTE_2;false;796500.0;833000.0;36500.0;13000.0;68;820000;164;810000
1569;2;24;INPUT;ROUTE_1;false;826936.0;852000.0;25064.0;17000.0;24;755000;151;765000
1569;2;24;INPUT;ROUTE_2;false;852000.0;899277.0;47277.0;18000.0;24;NA;NA;NA
1569;2;21;INPUT;BLOCKER;false;806878.0;829513.0;22635.0;4000.0;24;NA;NA;NA
1502;2;18;INPUT;ROUTE_1;false;802294.0;842000.0;39706.0;17000.0;52;745000;149;755000
1502;2;18;INPUT;ROUTE_2;false;842000.0;890627.0;48627.0;18000.0;52;NA;NA;NA
1593;2;21;INPUT;ROUTE_1;false;839381.0;882000.0;42619.0;24000.0;24;785000;157;795000
1593;2;21;INPUT;ROUTE_2;false;882000.0;931128.0;49128.0;18000.0;24;NA;NA;NA
1611;2;19;INPUT;ROUTE_1;false;888952.0;912000.0;23048.0;17000.0;56;815000;163;825000
1611;2;19;INPUT;ROUTE_2;false;912000.0;958595.0;46595.0;18000.0;56;NA;NA;NA
704;2;23;OUTPUT;ROUTE_1;false;850041.0;880413.0;30372.0;18515.0;36;NA;NA;NA
704;2;23;OUTPUT;ROUTE_2;false;880413.0;908000.0;27587.0;13000.0;36;895000;179;885000
711;2;20;OUTPUT;ROUTE_1;false;843886.0;888381.0;44495.0;16946.0;40;NA;NA;NA
711;2;20;OUTPUT;ROUTE_2;false;888381.0;918000.0;29619.0;13000.0;40;905000;181;895000
743;2;22;OUTPUT;ROUTE_1;false;910079.0;926224.0;16145.0;12095.0;72;NA;NA;NA
743;2;22;OUTPUT;ROUTE_2;false;926224.0;968000.0;41776.0;13000.0;72;955000;191;945000
1617;2;23;INPUT;ROUTE_1;false;983952.0;1007000.0;23048.0;17000.0;24;910000;182;920000
1617;2;23;INPUT;ROUTE_2;false;1007000.0;1055604.0;48604.0;18000.0;24;NA;NA;NA
1614;2;17;INPUT;ROUTE_1;false;951471.0;1002000.0;50529.0;32400.0;52;905000;181;915000
1614;2;17;INPUT;ROUTE_2;false;1002000.0;1048936.0;46936.0;18000.0;52;NA;NA;NA
1685;2;18;INPUT;ROUTE_1;false;982628.0;1032000.0;49372.0;21285.0;24;935000;187;945000
1685;2;18;INPUT;ROUTE_2;false;1032000.0;1073877.0;41877.0;18000.0;24;NA;NA;NA
793;2;20;OUTPUT;ROUTE_1;false;931976.0;968040.0;36064.0;21660.0;8;NA;NA;NA
793;2;20;OUTPUT;ROUTE_2;false;968040.0;998000.0;29960.0;13000.0;8;985000;197;975000
1630;2;24;INPUT;ROUTE_1;false;977771.0;1022000.0;44229.0;17000.0;52;925000;185;935000
1630;2;24;INPUT;ROUTE_2;false;1022000.0;1062513.0;40513.0;18000.0;52;NA;NA;NA
1683;2;21;INPUT;ROUTE_1;true;981872.0;1037000.0;55128.0;24000.0;56;940000;188;950000
1683;2;21;INPUT;ROUTE_2;true;1037000.0;1080000.0;43000.0;16947.0;56;NA;NA;NA
1695;2;22;INPUT;ROUTE_1;true;1014770.0;1057000.0;42230.0;17000.0;56;960000;192;970000
1695;2;22;INPUT;ROUTE_2;true;1057000.0;1080000.0;23000.0;1482.0;56;NA;NA;NA
846;2;19;OUTPUT;ROUTE_1;false;972147.0;1027612.0;55465.0;23504.0;4;NA;NA;NA
846;2;19;OUTPUT;ROUTE_2;false;1027612.0;1053000.0;25388.0;13000.0;4;1040000;208;1030000
1708;2;20;INPUT;ROUTE_1;true;1038952.0;1062000.0;23048.0;17000.0;20;965000;193;975000
1708;2;20;INPUT;ROUTE_2;true;1062000.0;1080651.0;18651.0;0.0;20;NA;NA;NA
1708;2;18;INPUT;BLOCKER;true;1078927.0;1080277.0;1350.0;0.0;20;NA;NA;NA
927;2;17;OUTPUT;ROUTE_1;true;1053958.0;1080000.0;26042.0;177.0;40;NA;NA;NA
872;2;17;OUTPUT;ROUTE_1;false;1111138.0;1124246.0;13108.0;12433.0;36;NA;NA;NA
872;2;17;OUTPUT;ROUTE_2;false;1124246.0;1153000.0;28754.0;13000.0;36;1140000;228;1130000
1683;2;21;INPUT_CONTINUE;ROUTE_1;false;1080000.0;1098000.0;18000.0;18000.0;56;NA;NA;NA
1695;2;22;INPUT_CONTINUE;ROUTE_1;false;1080000.0;1098000.0;18000.0;18000.0;56;NA;NA;NA
1708;2;20;INPUT_CONTINUE;ROUTE_1;false;1080651.0;1113501.0;32850.0;18000.0;20;NA;NA;NA
1708;2;18;INPUT_CONTINUE;BLOCKER;false;1082799.0;1090899.0;8100.0;0.0;20;NA;NA;NA
927;2;18;OUTPUT;ROUTE_1;false;1147292.0;1191937.0;44645.0;16929.0;40;NA;NA;NA
927;2;18;OUTPUT;ROUTE_2;false;1191937.0;1218000.0;26063.0;13000.0;40;1205000;241;1195000
927;2;20;OUTPUT;BLOCKER;false;1129356.0;1151629.0;22273.0;0.0;40;NA;NA;NA
1764;2;19;INPUT;ROUTE_1;false;1136936.0;1162000.0;25064.0;17000.0;20;1065000;213;1075000
1764;2;19;INPUT;ROUTE_2;false;1162000.0;1200479.0;38479.0;18000.0;20;NA;NA;NA
